Номер сертификата происхождения,Наименование РПП,Форма сертификата,Номер бланка,ИИН/БИН отправителя/ экспортера,Наименование отправителя/ экспортера,Адрес отправителя/ экспортера,Наименование товара,Код ТН ВЭД,Критерий происхождения,Страна происхождения товара,Страна получателя/ импортера,Статус сертификата,Дата выдачи,3/20/2025
KZ RS 4 106 00598,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,4.3.2024,04.03.2025
KZ RS 4 106 00599,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,4,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,4.3.2024,04.03.2025
KZ RS 4 106 00621,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,6,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,4.3.2024,04.03.2025
KZ RS 4 106 00619,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,9,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,4.3.2024,04.03.2025
KZ RS 4 106 00617,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,8,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,4.3.2024,04.03.2025
KZ RS 4 106 00615,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,7,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,4.3.2024,04.03.2025
KZ RS 4 106 00601,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,5,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,4.3.2024,04.03.2025
KZ RS 4 106 00565,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,2,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31",Республика Казахстан,Serbia,Истек срок действия сертификата,29.2.2024,28.02.2025
KZ RS 4 106 00563,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,1,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31",Республика Казахстан,Serbia,Истек срок действия сертификата,29.2.2024,28.02.2025
KZ RS 4 108 00803,"РПП ""Региональная палата предпринимателей Жамбылской области""",СТ-2,1400049,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",лук репчатый,703101900,П,Республика Казахстан,Сербия,Истек срок действия сертификата,29.2.2024,28.02.2025
KZ RS 4 108 00804,"РПП ""Региональная палата предпринимателей Жамбылской области""",СТ-2,1400050,820412402360.0,"ИП ""Байлык-2014""","РК, Жамбылская область, Байзакский район, с.Коктал, ул.Мадимара, дом 31",лук репчатый,703101900,П,Республика Казахстан,Сербия,Истек срок действия сертификата,29.2.2024,28.02.2025
KZ RS 4 102 02550,"РПП ""Региональная палата предпринимателей г.Алматы""",СТ-2,41,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FOB,  F/F, 1250х2500х9 - 29,712 m3",4412330000,Y 48,Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2024,27.02.2025
KZ RS 4 106 00507,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000048,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31",Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2024,27.02.2025
KZ RS 4 106 00508,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000049,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31",Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2024,27.02.2025
KZ RS 4 106 00509,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000050,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31",Республика Казахстан,Serbia,Истек срок действия сертификата,27.2.2024,27.02.2025
KZ RS 4 106 00488,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000047,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31",Республика Казахстан,Serbia,Истек срок действия сертификата,26.2.2024,26.02.2025
KZ RS 4 106 00487,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000046,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31",Республика Казахстан,Serbia,Истек срок действия сертификата,26.2.2024,26.02.2025
KZ RS 4 106 00478,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000044,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,23.2.2024,23.02.2025
KZ RS 4 106 00477,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000045,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,23.2.2024,23.02.2025
KZ RS 4 106 00472,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000043,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,23.2.2024,23.02.2025
KZ RS 4 106 00473,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000041,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,23.2.2024,23.02.2025
KZ RS 4 106 00474,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000042,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,23.2.2024,23.02.2025
KZ RS 4 119 00855,"ИОПФНО ""Палата предпринимателей области Жетісу""",СТ-2,3000052,181140012562.0,"LLP ""MTS-TORG""","Republic of Kazakhstan Almaty, Auezovsky district, Raiymbek ave., 496/2","Lamp DPO IP 20, 1200mm, 36W, 6500K/
Светильник  DPO  IP 20,  1200mm, 36 W, 6500K
",9405110039,Y 29.51 %,Республика Казахстан,Serbia,Истек срок действия сертификата,23.2.2024,23.02.2025
KZ RS 4 106 00471,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000039,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,22.2.2024,22.02.2025
KZ RS 4 106 00465,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000037,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,22.2.2024,22.02.2025
KZ RS 4 106 00466,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000038,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,22.2.2024,22.02.2025
KZ RS 4 106 00470,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000040,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,22.2.2024,22.02.2025
KZ RS 4 106 00463,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000036,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,21.2.2024,21.02.2025
KZ RS 4 106 00464,"РПП ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000035,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,21.2.2024,21.02.2025
KZ RS 4 102 02245,"ИОПФНО ""Региональная палата предпринимателей г.Алматы""",СТ-2,1400239,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FК, III/IV, NS , 1525х1525х18 - 3,684 m3",4412330000,Y 40%,Республика Казахстан,Serbia,Истек срок действия сертификата,21.2.2024,21.02.2025
KZ RS 4 102 02245,"ИОПФНО ""Региональная палата предпринимателей г.Алматы""",СТ-2,1400239,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FК, II/IV, NS, 1525х1525х18 -5,526 m3",4412330000,Y 40%,Республика Казахстан,Serbia,Истек срок действия сертификата,21.2.2024,21.02.2025
KZ RS 4 102 02245,"ИОПФНО ""Региональная палата предпринимателей г.Алматы""",СТ-2,1400239,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FК, IV/IV, NS, 1525х1525х18- 21,181  m3",4412330000,Y 40%,Республика Казахстан,Serbia,Истек срок действия сертификата,21.2.2024,21.02.2025
KZ RS 4 102 02041,"ИОПФНО ""Региональная палата предпринимателей г.Алматы""",СТ-2,1400238,131140005508.0,InTop Group JSC,"Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FOB,  F/F, 1250х2500х15 - 29,256 m3",4412330000,Y 48%,Республика Казахстан,Serbia,Истек срок действия сертификата,16.2.2024,16.02.2025
KZ RS 4 106 00411,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000034,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,15.2.2024,15.02.2025
KZ RS 4 106 00402,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000033,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,15.2.2024,15.02.2025
KZ RS 4 106 00388,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000032,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,13.2.2024,13.02.2025
KZ RS 4 119 00584,"ИОПФНО ""Палата предпринимателей области Жетісу""",СТ-2,3000051,181140012562.0,"LLP ""MTS-TORG""","Republic of Kazakhstan Almaty, Auezovsky district, Raiymbek ave., 496/2","Lamp DPO IP 20, 1200mm, 36W, 6500K/
 Светильник DPO IP 20, 1200mm, 36 W, 6500K",9405110039,Y 29.51 %,Республика Казахстан,Serbia,Истек срок действия сертификата,8.2.2024,08.02.2025
KZ RS 4 106 00372,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000030,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,8.2.2024,08.02.2025
KZ RS 4 106 00370,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000029,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,8.2.2024,08.02.2025
KZ RS 4 106 00373,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000031,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,8.2.2024,08.02.2025
KZ RS 4 106 00354,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000025,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,7.2.2024,07.02.2025
KZ RS 4 106 00355,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000026,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,7.2.2024,07.02.2025
KZ RS 4 106 00364,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000028,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,7.2.2024,07.02.2025
KZ RS 4 106 00351,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000022,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,7.2.2024,07.02.2025
KZ RS 4 106 00356,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000027,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,7.2.2024,07.02.2025
KZ RS 4 106 00352,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000023,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,7.2.2024,07.02.2025
KZ RS 4 106 00353,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000024,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,7.2.2024,07.02.2025
KZ RS 4 106 00342,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000017,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,6.2.2024,06.02.2025
KZ RS 4 106 00348,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000021,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,6.2.2024,06.02.2025
KZ RS 4 106 00347,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000020,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,6.2.2024,06.02.2025
KZ RS 4 106 00344,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000019,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,6.2.2024,06.02.2025
KZ RS 4 106 00343,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000018,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,6.2.2024,06.02.2025
KZ RS 4 106 00335,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000015,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,5.2.2024,05.02.2025
KZ RS 4 106 00314,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000013,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,2.2.2024,02.02.2025
KZ RS 4 106 00323,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000014,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,"Y39,31%",Республика Казахстан,Serbia,Истек срок действия сертификата,2.2.2024,02.02.2025
KZ RS 4 106 00305,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000011,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,1.2.2024,01.02.2025
KZ RS 4 106 00303,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000010,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,1.2.2024,01.02.2025
KZ RS 4 106 00306,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000012,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,1.2.2024,01.02.2025
KZ RS 4 106 00297,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000009,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,31.1.2024,31.01.2025
KZ RS 4 106 00296,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000008,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,31.1.2024,31.01.2025
KZ RS 4 106 00282,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000003,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,30.1.2024,30.01.2025
KZ RS 4 106 00288,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000006,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,30.1.2024,30.01.2025
KZ RS 4 106 00286,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000005,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,30.1.2024,30.01.2025
KZ RS 4 106 00283,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000004,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,30.1.2024,30.01.2025
KZ RS 4 102 01128,"ИОПФНО ""Региональная палата предпринимателей г.Алматы""",СТ-2,1400237,131140005508.0,"""InTop Group"" JSC","Republic of Kazakhstan, Mangistau region, Aktau city, microdistrict 12, building No. 60/1","Plywood, FSF, II/III, S2, 1250х2500х9 - 29,712 m3",4412330000,Y 48%,Республика Казахстан,Serbia,Истек срок действия сертификата,30.1.2024,30.01.2025
KZ RS 4 106 00290,"ИОПФНО ""Региональная палата предпринимателей Атырауской области""",СТ-2,3000007,80340021186.0,Kazakhstan Petrochemical Industries Inc.,"Republic of Kazakhstan, Atyrau region, Atyrau city, Atyrau-Dossor highway, building 295, 060000","Polypropylene РР Н030 GP/7. 
 Code as per 3902100000",3902100000,Y39.31%,Республика Казахстан,Serbia,Истек срок действия сертификата,30.1.2024,30.01.2025
