bin_iin,manufacturer_name,legal_address,actual_address,phone,email,website,date_included_in_the_registry,date_of_change,number_of_employees,oced_code,kato,production_capacity
140240022491,ТОО «ExportGrain СКО»,"Республика Казахстан, г. Петропавловск, ул. К. Сутюшева, 60А, офис 908",,,,,,,,,,
110640004713,"ТОО ""InoTech advertising""","050062, Республика Казахстан, Города Республиканского значения:, Алматы, мкр. ""Сайран"", дом № 16",,,,,,,,,,
190340019414,Товарищество с ограниченной ответственностью «Grain Trading Company »,"Республика Казахстан, Туркестанская область, Тюлькубасский район, п. Тюлькубас, квартал 120, строение 22",,,,,,,,,,
861109450660,"Индивидуальный предприниматель ""Амина""","Республика Казахстан,  Акмолинская область, Бурабайский район, г.Щучинск, улица Луначарского 110",,,,,,,,,,
171040002438,"ТОО ""Каз Экспорт Зим""
","Республика Казахстан, СКО, г. Тайынша, ул. Зебницкого, 129
",,,,,,,,,,
220840016238,ТОО «Quantum Trade»,"Республика Казахстан, Акмолинская область, Аккольский район, город Акколь, улица Талгата Бигельдинова, строение 64/5",,,,,,,,,,
940740001553,"ТОО ""Керей-Кокше""","РК, Акмолинская обл, г. Кокшетау, ул. Янко, д. 69, кв. 17",,,,,,,,,,
211040000104,"ТОО ""CORN LOGISTICS""","Республика Казахстан, Акмолинская обл.,  г. Кокшетау, ул. Ауельбекова 139 оф.413",,,,,,,,,,
731122301746,ИП Мамышов,"Казахстан, г.Шымкент, мкр.Катын-Копр, ул.Б.Шoлак 37",,,,,,,,,,
140140023852,"ТОО ""Лапп Казахстан""","Казахстан, город Нур-Султан, район Сарыарка, проспект Абая, здание 13, БЦ «Искер» офис 708, 709, почтовый индекс 010000",,,,,,,,,,
021140006761,ТОО «Куат-2002»,"РК, г.Шымкент, Макатаева 4 т 4",,,,,,,,,,
190740007544,"ТОО ""РЫБЗABОД"" Республика Казахстан
",Карагандинская обл. г. Балхаш ул. Иванова д. 15,,,,,,,,,,
800625301475,"ИП ""Усербаев""","г. Шымкент, ул. Капал Батыра, территория Ондиристик 116/2",,,,,,,,,,
990340001419,"ТОО""Коптас""","Жамбылская обл.,Мойынкумский р-н., село Мирный,ул.Пионерская 24/2",,,,,,,,,,
990509300834,"ИП ""Аибов Ф""","Туркестанская область, Сарыагашский район, Капланбек 160900, улица Шокыбайулы, Республика Казахстан",,,,,,,,,,
210540012014,"Торговый Дом ""Central Asia Pipes""","010000, г. Астана, ул. Д. Кунаева, зд. 10",,,,,,,,,,
001040001278,ТОО SHAHS,"160021, Республика Казахстан. г. Шымкент, Абайский район, ул. Мухтара Аманкулова, здание 16",,,,,,,,,,
520520300164,"ИП ""СИРИУС НКА""","Туркестанская область, Сарыагашский район, сельский округ Куркелес, село Акниет, улица Папащенко, 41, Республика Казахстан",,,,,,,,,,
240840011398,"ТОО ""Армада 1""","г. Алматы, ул. Кенесары Хана, д. 115, кв. 2",,,,,,,,,,
190340020160,"ТОО ""Специальная Металлургия-Алмата""","Республика Казахстан, г. Алматы, проспект Жибек Жолы, здание 135, н.п. 10",,,,,,,,,,
950927301643,ИП «PRO-SERVICE»,"Республика Казахстан, Туркестанская область, город Сарыагаш, Кабыланбек, улица Горная, дом, 1.",,,,,,,,,,
231240007608,"ТОО ""САРВАР ИНВЕСТ""","Казахстан, г.Алматы, 
медеуский район, мкр.Кок-тобе, ул. Жанибекова, дом 84, 050051",,,,,,,,,,
170540017643,ТОО «MERIT CHEMICALS (МЕРИТ КЕМИКАЛС)»,"г. Алматы, пр. Суюнбая 419",,,,,,,,,,
190640013723,"Товарищество с ограниченной ответственностью ""АзияТяжМаш""","Казахстан, город Алматы, Алмалинский район, улица Толе би, дом 189",,,,,,,,,,
211240014885,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ОРГАНИКУМ БИО»,"111119, Республика Казахстан, Костанайская область Костанайский район, Ульяновский с.о., с.Ульяновское, здание 74",,,,,,,,,,
"1,3064E+11","ТОО ""БИДАЙ АГРО 2030""","Республика Казахстан,  Туркестанская область, город Кентау, ул.Аблайхана, 17/5",,,,,,,,,,
140440001406,"ТОО ""Агро Крестьянский Двор""","Республика Казахстан, Акмолинская область, Зерендинский район, село Байтерек, улица Совхозная д2",,,,,,,,,,
170440032164,"ТОО ""АЗС-Снабжение""","Республика Казахстан, г. Алматы, Жетысуский район, улица Парковая, дом 59",,,,,,,,,,
201140010321,"ТОО ""Gold Grain Group""","010000, Республика Казахстан, г. Астана, район Байконыр, ул. Иманова 13, офис 207",,,,,,,,,,
210440034765,ТОО «BIO EXPORT»,"РК, ВКО, г.Усть-Каменогорск, Набережная имени Е.П. Славского, дом 44-28.",,,,,,,,,,
090140006914,"ТОО ""UniGlobalTrade(UGT)"" ЮНИГлобалТрейд"" (ЮГТ)","РК, Туркестанский область, Мактаральский район, г. Жетысай, ул. Махамбета 2, дом 45",,,,,,,,,,
190740030102,"ТОО ""Qaz Trade Point""","РК, город Костанай, ул. Чехова 103.",,,,,,,,,,
170440025260,ТОО «BillbordVideo Engineering»,"город Алматы, улица Родостовец 267 кв 9",,,,,,,,,,
210540006486,"Товарищество с ограниченной ответственностью ""Зелёный Север""","Республика Казахстан, Северо-Казахстанская область, город Петропавловск, улица Имени Ярослава Гашека, дом 26",,,,,,,,,,
811201302596,"Индивидуальный предприниматель ""ТБО.ЗКО""","г.Уральск, ул.Балластная,3/1,Западно-Казахстанская область, Республика Казахстан",,,,,,,,,,
170140031294,"ТОО ""Технология Плюс Казахстан""","Казахстан, город Алматы, Медеуский район, улица Гурилева, дом 106А",,,,,,,,,,
110940010488,"ТОО ""Sky Pro""","Республика Казахстан, г. Алматы, 050000, пр. Райымбека, д. 167 Д",,,,,,,,,,
231040028485,"ТОО ""АГРО ГЛОБАЛ КАЗАХСТАН""","КАЗАХСТАН, Бостандыкский район, Г.АЛМАТЫ,Проспект Аль-Фараби, , 21, 475",,,,,,,,,,
220640034645,"Товарищество с ограниченной ответственностью ""КазПрессМашИнжиниринг""","Казахстан, город Астана, район Есиль, улица Күлтегін, дом 23, кв. 30, почтовый индекс 010000",,,,,,,,,,
240340010918,ТОО“Grand Flour Industry”,"Республика Казахстана, Туркестанская обл, Тюлькубасский  р-н, пос Туюлькубас,  024 кв стр 1657",,,,,,,,,,
171140039679,"ТОО ""Есентай Агро Хим""","Казахстан, Алматинская область, Карасайский район, Елтайский сельский округ, село Каратобе, Крестьянское хозяйство АКХ Жетысу, строение 1000",,,,,,,,,,
200740001718,ТОО «ARISTA GROUP»,"110000, Республика Казахстан, г. Костанай, пр. Аль-Фараби, дом 111",,,,,,,,,,
690813300587,ИП Абдукадиров Н.М.,"Туркестанская область, Сайрамский район, с.Манкент, ул.Жалал Ата б/н",,,,,,,,,,
220740039987,"ТОО ""Lion Logistic""","Республика Казахстан, Туркестанская область, Сарыагашский район, город Сарыагаш, улица Садыка Дуйсебаева, строение 49А.",,,,,,,,,,
060440017485,"ТОО ""Б.А.С. ТАУ ФАРМ""","г.Шымкент, пр.Бекманов, д.20",,,,,,,,,,
190840021513,"ТОО "" Каз-Астык Экспорт""","РК , г. Шымкент , Жилой массив Тассай, ул. Новостройки, д. 1107",,,,,,,,,,
231040026845,ТОО АМИНА 2020,РК СКО район Г. Мусрепова с Новоишимское ул Карла Маркса 13,,,,,,,,,,
120140010897,"ТОО ""Setek Technology"" (Сетек Технолоджи)","Казахстан, город Алматы, Ауэзовский район, Микрорайон АКСАЙ-1, дом 11/7, н.п. 190, почтовый индекс 050031",,,,,,,,,,
230440034332,"Товарищество с ограниченной ответственностью ""Nur-Erlan Business""","Туркестанская обл. г. Шымкент ул. Микрорайон НУРТАС , Улица НОВОСТРОЙКИ д. 681",,,,,,,,,,
960740001795,Производственный Кооператив АУЕС,"Туркестанская область, Сарыагашский район, село Дарбаза, ул. Жабай ата, б/н",,,,,,,,,,
831227301197,"ИП ""Успенский А.Д.""","050075, Алматы, ул. Сулейменова, 26в",,,,,,,,,,
740907301716,"ИП ""Синицын Дмитрий Викторович""","город Алматы, Алатауский район, микрорайон Алгабас, улица Инабат 41",,,,,,,,,,
220541003964,"Филиал ТОО ""Alageum Sales""","Республика Казахстан, город Алматы",,,,,,,,,,
240740014033,"ТОО ""ForceBev""","050005, Республика Казахстан, город Алматы, Алмалинский район, улица Толе би, дом 273/5, кв. 12",,,,,,,,,,
641126302176,"ИП ""Мухидин""",Казахстан Туркестанская обл. Мактааральский р-он с. Жамбыл ул. УЛИЦА ТУРАР БИ д. 41,,,,,,,,,,
171040027877,"ТОО ""Fishman""","
Республика Казахстан, Кызылординская область, город Аральск, улица Аль Фараби, дом 9",,,,,,,,,,
240540029986,"ТОО ""Золотой мост 2024""","Республика Казахстан, г.Шымкент, район Тұран, Микрорайон Отырар, дом 10,кв 22.",,,,,,,,,,
150641020833,"Филиал ТОО ""Экотон Батыс"" в г. Шымкент",г. Туркестан ул Темиржолшылар 19,,,,,,,,,,
140842017795.0,"RLLC ""Alfa-Tex""","Republic of Kazakhstan, Chimkent city, st. Askarova 34 b",,,,,,,,,,
080940006769,"ТОО ""АЛЬФА-ЭНЕРДЖИ""","Республика Казахстан, Восточно-Казахстанская область, город Усть-Каменогорск, улица К.Либкнехта, дом 38",,,,,,,,,,
180440028504,"ТОО ""БЬЮТИ ИННОВАЦИЯ""","Казахстан, город Алматы, Алмалинский район, улица Макатаева, дом 117, почтовый индекс 050000",,,,,,,,,,
041240009092,"Коммандитное товарищество ""Хамзин С и Компания""","РК, 071808, ВКО, Шемонаихинское р-н, с. Октябрьское, ул. Дружбы, 1.",,,,,,,,,,
190640028791,"ТОО ""Данэкс KZ""","РК, г. Астана, ул. Кенесары 15, оф 11",,,,,,,,,,
000340007823,"ТОО ""Сейiтбек  әулетi""","Республика Казахстан, Туркестанская область, Казыгуртский район, с.Казыгурт, ул.Гагарина 17.",,,,,,,,,,
060840006761,"ТОО ""Құлан-Көмір""","Республика Казахстан, 100004, Карагандинская область, город Караганда, район имени Казыбек би, улица Молокова, строение 100/10",,,,,,,,,,
221040025934,"ТОО ""Ural Petroleum""","091103, Республика Казахстан, Западно- Казахстанская область, Теректинский р-он. Аксуатский с/о, п. Магистральный, тр.Трасса Уральск-Аксай, зд.2.",,,,,,,,,,
210640029181,ТОО «Global Trade» Глобал Трэйд,"г. Алматы  ул. Байзакова, дом 125, офис 810",,,,,,,,,,
180940005286,"ТОО ""CG Foods Central Asia (СГ Фудс Сентрал Азия)""","РК, Туркестанская обл., Казыгуртский р/н, с. Майлыошак, ул. Промышленная зона  Индустриальная зона, здание 301",,,,,,,,,,
130140018488,"ТОО ""ONI Process (ОНИ Просесс)""","город Алматы, улица Курмангазы 97, офис 220 97, офис 220",,,,,,,,,,
230240025148,ТОО «Temir Industries (Темир Индастрис)»,"Республика Казахстан, город Алматы, ул. Жарокова 272Б.",,,,,,,,,,
180140028781,"ТОО ""Каз.Фрукт""","Республика Казахстан, Туркестанская обл, Жетысайский район, с. Каракай ауылы, И. Балабеков №15",,,,,,,,,,
120140021872,"Товарищество с ограниченной ответственностью ""BonFood Distribution""","Республика Казахстан, Алмалинский, Алматы, ул. Шагабутдинова д.171, кв 33",,,,,,,,,,
160740020010,ТОО InterSound (ИнтерСаунд),"Казахстан, город Шымкент, Аль-Фарабийский район, Микрорайон 17, дом 1А, н.п. 2, почтовый индекс 16001",,,,,,,,,,
160440025833,"ТОО ""Агро Корн""","Республика Казахстан, Костанайская область, город Костанай, промышленная зона Северная, здание 127",,,,,,,,,,
110840007990,ТОО «Торгово-строительная компания «Табыс»,"Казахстан, город Шымкент, Енбекшинский район, Проезд Саратовский, дом 155/1",,,,,,,,,,
020940000481,"ТОО ""Мерген-Н""","Республика Казахстан, индекс 160905, Туркестанская область, Келесский район, с. Абай, ул. Хлопкопункт, 2",,,,,,,,,,
160840001662,"TOO ""Kyzylorda Refinery""","
Республика Казахстан, город Кызылорда, улица Мустафа Шокая №305",,,,,,,,,,
170640016398,"СПК ""ТУРАН АГРО ЕТ-СУТ""","РЕСПУБЛИКА КАЗАХСТАН, ТУРКЕСТАНСКАЯ ОБЛАСТЬ, САЙРАМСКИЙ РАЙОН, МАНКЕНТСКИЙ С.О., С.АККАЛА, УЛИЦА АЛЬ ФАРАБИ, Д.1А",,,,,,,,,,
190440033433,ТОО «Казахстанский оператор по управлению отходами»,"Казахстан, Карагандинская область, г.Караганда, район им.Казыбек би, ул. Алиханова, 1, почтовый индекс 100000",,,,,,,,,,
220640041300,"Товарищество с ограниченной ответственностью ""АрхиМеталл""","Республика Казахстан, город Алматы, Алмалинский район, улица Желтоксан, дом 87",,,,,,,,,,
170540017709,"ТОО ""YZ TRADE COMPANY""","г.Алматы, ул.Кожамкулова, д.269, кв.57",,,,,,,,,,
210840900316,Частная компания KAP TRADE Ltd.,"Республика Казахстан, Z05H9M1, г. Астана, р-н Есиль,  ул. Достық, дом 5, н.п. 125",,,,,,,,,,
210440029520,"ТОО ""TURAN AGRO 2030""","Костанайская область,  г. Костанай, ул. Баумана, 1А, оф.24",,,,,,,,,,
140240014768,"ТОО ""IdealSolution""","г.Алматы, ул.Рыскулова 57Е, Республика Казахстан",,,,,,,,,,
160640003196,"ТОО ""КазГрейнАгро""","РК, Акмолинская область, г. Кокшетау Промышленная зона Северная, проезд 4 здание 7",,,,,,,,,,
180440025996,ТОО «Amal Bio Management»,"041611, Республика Казахстан, Алматинская область, Талгарский район, Гульдалинский сельский округ, с.Гульдала, здание  185",,,,,,,,,,
190940008470,"Товарищество с ограниченной ответственностью ""MD Company Group""","город Алматы, Бостандыкский район, улица Сатпаева, здание 29Д",,,,,,,,,,
190340007450,ТОО «ПО КазМетСервис-Астана»,"010000, РК, Нур-Султан, ул. Кенесары, 12-3",,,,,,,,,,
140740026076,"ТОО ""Мельница ""Айсара""""","РК, Карагандинская область, город Караганда, Район имени Казыбек Би, Улицы нет, дом Учетный квартал 167, строение 162",,,,,,,,,,
240540026674,ТОО «BEEF EXPORT GROUP»,"010000, РК, г. Астана, р-н Байконыр, ул. Амангельды Иманова 19",,,,,,,,,,
231140002148,"Товарищество с ограниченной ответственностью ""BIO-MIND""","Казахстан, город Алматы, Алмалинский район, улица Жамбыла, здание 172, корпус 2, н.п. 2, почтовый индекс 050008",,,,,,,,,,
210340001252,ТОО «КазРеагент»,"г. Астана, район Байконыр, ул. С 301 здание 10, Республика Казахстан",,,,,,,,,,
660101307568,ИП «Кулмагамбетов А.С.»,"Республика Казахстан, 010000, г. Актобе, ул. Алтынсарина, дом №16, кв. 10",,,,,,,,,,
071240015327,ТОО Малик и К,"РК, СКО, район имени Г.Мусрепова, село Новоишимское, ул. Гаражная, 25",,,,,,,,,,
231240013424,TOO Jet Logistic Kaz-Uz (Джет Логистик Каз- Уз),"Казахстан, город Шымкент, Енбекшинский район, улица Капал Батыра, дом 10",,,,,,,,,,
151140024934,ТОО «Алтын Harvest»,"Республика Казахстан, г. Костанай, пр. Кобыланды Батыра д.12, кв.55",,,,,,,,,,
220140026923,Товарищество с ограниченной ответственностью «Meat Processing Group»,"Республика Казахстан,  Акмолинская область, город Кокшетау, ул. 8 Марта 51",,,,,,,,,,
160540006701,"ТОО ""АгроХимПром KAZ""","050009, Казахстан, г. Алматы, Алмалинский район, ул. Ислама Каримова, д. 164, пом. № 318",,,,,,,,,,
221240038389,ТОО «UralTimber solution»,"г.Уральск, промзона Желаево 22, Западно-Казахстанская область , Республика Казахстан",,,,,,,,,,
221140007583,ТОО EX-AGRO,"РК, г, Павлодар, ул. Торговая, 2",,,,,,,,,,
751016300550,"ИП ""Радченко""","Жамбылская обл. Кордайский рн. с.Кордай ул.Дорожная,3",,,,,,,,,,
170440002707,"ТОО ""Green Capital Kazakhstan""","Казахстан, Актюбинская область, город Актобе, район Алматы, Жилой массив Пригородное, строение 117А",,,,,,,,,,
021240009610,ПСМ Актобе ТОО,"Республика Казахстан, Актюбинская область, г. Актобе, пр.312 Стрелковой дивизии, дом № 26А",,,,,,,,,,
120240003223,ТОО Логистик - СтройКом,Республика Казахстан Актюбинская обл. район Алматы г. Актобе ул. Заводская 40 каб 13,,,,,,,,,,
571031401192,Крестьянское Хозяйство МАРДАКШ,"РК, Алматинская область, Уйгурский район, улица Алахунова дом 41",,,,,,,,,,
200840014941,"ТОО ""Рания+Нур""","Республика Казахстан, Туркестанская область, Тюлькубаский район, Сельский округ Майлыкент, село Турар Рыскулова, Мкр. Куншуак, ул. Келешек дом 33.",,,,,,,,,,
060840003599,ТОО «Apple City Corps»,"Республика Казахстан, 050062, г.Алматы, ул.Зейноллы Кабдолова, 1/7",,,,,,,,,,
120440005297,"ТОО ""Новоишимская зерновая компания""","150400, Республика Казахстан, Северо-Казахстанская область, Район им.Габита Мусрепова, с.Новоишимское, Локомотивная, дом № 71",,,,,,,,,,
780930300790,"ИП ""Есенбаев Б.М.""","Жамбылская область,  Байзакский район, с. Коктал,  ул. Мадимар, д.50 А",,,,,,,,,,
170640008068,ТОО «Qazaq Logistics Group»,"Республика Казахстан, г.Астана, Район Есиль, улица 38, дом 21/1, кв.52",,,,,,,,,,
220840027500,ТОО AGRO ATBASAR,"Республика Казахстан, г. Алматы, ул. Кожабекова, 19",,,,,,,,,,
160540027992,"ТОО ""A-Z solutions""","Казахстан, Карагандинская область, город Караганда, район имени Казыбек Би, улица Комиссарова, дом 15, кв. 53",,,,,,,,,,
140740011612,ТОО «FINNBLOCK»,"РК, г. Алматы, Бостандыкский район, мкр. Архат, ул. 7, д. 19",,,,,,,,,,
200340007118,"ТОО ""Алтем-2020""","Республика Казахстан,  Акмолинская, Кокшетау,  ул. Е. Н. Ауельбекова, дом № 139",,,,,,,,,,
170840015951,ТОО Nan Mol,"Республика Казахстан, г. Астана, пр. Туран, д.22/1, н.п. 25",,,,,,,,,,
220740003718,ТОО «DELTA X (ДЕЛЬТА ИКС)»,"РК, г. Шымкент, проспект Байдибек би 126/1, 5 этаж, 11 офис",,,,,,,,,,
210540003015,ТОО Kazakhstan Bidayy,"Республика Казахстан, г. Астана, пр. Туран, д.22/1, оф. 25",,,,,,,,,,
141040008957,"ТОО ""КТЦ Казахстан""
","город  Астана, проспект Тәуелсіздік 41
Республика Казахстан
",,,,,,,,,,
190840012336,"ТОО ""BatysNefteTrade (БатысНефтеТрэйд)""","РК, Мангистауская обл., г. Актау, 5А мкр., здание 9",,,,,,,,,,
190140024027,ТОО QazaqÓnim Trade,"Республика Казахстан, г.Астана, ул.Рыскулбекова 31/1 кв 75",,,,,,,,,,
060940000131,ТОО «Опытное хозяйство масличных культур»,"РК, ВКО, Глубоковский р-н., с. Солнечное, ул. Мира, 2А, 070518",,,,,,,,,,
211140024978,ТОО «Химпром КЗ Кампани»,"050060, Республика Казахстан,  г. Алматы, Бостандыкский район,  мкр. Коктем-1, дом 15А,9.",,,,,,,,,,
001240000336,"ТОО ""Агрофирма TNK""","Республика Казахстан, Акмолинская область, Жаксынский район, с.Жаксы ул.Дружбы 1",,,,,,,,,,
030340002448,"РГП на ПХВ ""Жезказганредмет"" КП МПС РК","Республика Казахстан, область Ұлытау, 200000, г.Жезказган, ул. Сатпаева 7А",,,,,,,,,,
031240006467,ТОО Зерно Транс ЕА,"Акмолинска область, Жаркаинский район, г. Державинск, ул. Смагулова 1",,,,,,,,,,
101040007397,"ТОО ""КХ ""Данекер""","Казахстан, Павлодарская область, район Аққулы, Кызылагашский сельский округ, село Бескарагай, улица Аипа Кусаинова, строение 53, почтовый индекс 140907",,,,,,,,,,
870801302398,"ИП ""Батыров""","Туркестанская область, Сарыагашский район, с.Чичерино, ул. М.Мамаева, 7, Республика Казахстан",,,,,,,,,,
160940003622,ТОО «СП «Киякты Комир» Республика Казахстан,"г. Астана, район Есиль, Коргалжын шоссе, здание 3",,,,,,,,,,
131040008707,Товарищество с ограниченной ответственностью «Premium Spirits Factory»,"Республика Казахстан Акмолинская область город Кокшетау Промышленная зона Северная, Проезд 7, здание 6Б.",,,,,,,,,,
191140016128,"ТОО ""NurShygys LTD""","Казахстан, ВКО, г. Усть-Каменогорск, пр. К. Сатпаева, 8/1 нпа 17",,,,,,,,,,
161040014271,"ТОО ""ВостокЭкоЛайн""","Казахстан, 070006, г. Усть-Каменогорск, улица Путевая, 15",,,,,,,,,,
231040019416,"ТОО ""AGRO EXPORT KAZAKHSTAN""","РЕСПУБЛИКА КАЗАХСТАН, 160905, Туркестанская область, Келесский район, село Ушкын, улица Т.Бердияров, дом 6",,,,,,,,,,
240440034097,ТОО Иртыш Агро Бизнес,"ВКО, г.Усть-Каменогорск, пр.Казыбек Би, 7/3-48",,,,,,,,,,
350209400906,"Kрестьянское - хозяйство"" Ак жол""","Республика Казахстан, Жамбылская область, Жамбылский район, с.Костобе б/н.",,,,,,,,,,
930440000824,"АО ""Винзавод ""Иссык""","РК, Алматинская область, Енбекшиказахский район, с. Болек, ул. Заводская, 9",,,,,,,,,,
710103303022,"ИП ""Ералиев Ж.Е.""","г. Тараз, мкр. Талас (6), д. 12, кв. 14, Республика Казахстан",,,,,,,,,,
450508300044,КХ Кыдырбаев,"Область Жетысу, Ескельдинский район, с. Алдабергеново, ул. Ескельды би 1А",,,,,,,,,,
221040046818,"ТОО ""Export of Kazakh Meat""","ТУРКЕСТАНСКАЯ ОБЛАСТЬ, КАЗЫГУРТСКИЙ РАЙОН, КЫЗЫЛКИЯНСКИЙ С.О., С.ТУГЫРТАС, улица Тугыртас, дом 16",,,,,,,,,,
020540004360,ТОО АБИ-ЖЕР,"Казахстан, Северо-Казахстанская область, 150701 Кызылжарский район, село Асаново, ул. Пионерская 42",,,,,,,,,,
170940035305,"ТОО ""Zhiger Trade""","Казахстан, город Астана, район Алматы, Трасса Астана-Караганда, здание 15/1, почтовый индекс 010000",,,,,,,,,,
230440017045,"ТОО ""QR Distribution""","Республика Казахстан, г.Астана, Алматинский район, ул. 101, здание 41/2",,,,,,,,,,
030140000870,Акционерное общество «Казахстанско-Российско-Кыргызское совместное предприятие с иностранными инвестициями «ЗАРЕЧНОЕ»,"Республика Казахстан, 160712, Туркестанская область, Отырарский район, Тимурский сельский округ, село Тимур, ул. Б. Момышулы, дом 51",,,,,,,,,,
220340019660,"ТОО ""Garden-Fruit""","Туркестанская область, Мактааральский район, поселок Атакент, улица Ташкентская, дом 66, Республика Казахстан",,,,,,,,,,
240640010017,ASAD EXPORT KZ,"Казахстан, город Астана, район Байконыр, улица Кенесары, дом 65, кв. 47, почтовый индекс 010000",,,,,,,,,,
200240041616,"ТОО ""GLOBAL TRADE 20""","Республика Казахстан, г. Кокшетау, Промышленная зона Северная, проезд 4, здание 7
",,,,,,,,,,
200840006178,"ТОО ""Европейские Технологии Кормления""","Республика Казахстан, Бостандыкский район, город Алматы, мкр Орбита-4, дом № 20, корпус оф 89",,,,,,,,,,
740324301370,"ИП ""Байжуманов М.К""","Республика Казахстан, Восточно-Казахстанская область, город Усть-Каменогорск, проспект Абая, 187.",,,,,,,,,,
800304300951,ИП Кравченко Ю.Е.,"РК,Жамбылская обл., Кордайский р-н, с.Кордай, ул.Бериктас, д.1",,,,,,,,,,
590304300261,"К/Х ""Олжас""","Республика Казахстан, область Жетісу, Алакольский  р-н, с.Камыскала, ул.Килыбаева 23",,,,,,,,,,
230240009572,"Товарищество с ограниченной ответственностью ""DALAQZ""","010000 индекс , Республика Казахстан, г. Астана, район Сарыарка, Проспект Сарыарка, здание 4, н.п.1",,,,,,,,,,
191240024172,"ТОО «АСТАНА ЦЕНТРОСНАБ»
","010000, Республика Казахстан, г. . Нур-Султан, район Сарыарка,ул. Тарас Шевченко, здание 6.",,,,,,,,,,
081240011237,"ТОО ""Талдыкорганское межрайонное общество охотников и рыболовов""","Республика Казахстан, Жетысуская область, город Талдыкорган, улица Котовского дом 8 офис 1",,,,,,,,,,
220140004704,ТОО «DiDar-2022»,"РК, Костанайская область, Алтынсаринский район, с. Жанасу, ул. Жанасу, дом 14",,,,,,,,,,
190940029067,"ТОО ""ETG Commodities"" (ЭТГ Коммодитиз)","РК, 050059, г.Алматы, Бостандыкский район, ул. Ергожина, дом 1, н.п.10б.",,,,,,,,,,
240140031735,"ТОО ""MA export Group""","Туркестанская область, Сарыагашский район, село Ердаут, улица Жастар, здание, 8, Республика Казахстан",,,,,,,,,,
180140041997,ТОО «Qaz Prod Line»,"Республика Казахстан, Алматинская обл., Илийский район, Казциковский с. о., с. Казцик, ул. Бережинский Алексей Федорович, здание 50",,,,,,,,,,
220240006427,ТОО «IMET ASD COMPANY»,"080000, Казахстан, г. Тараз, учетный квартал 031, здание 83 (Промзона)",,,,,,,,,,
150540007916,"ТОО ""Arthur & Company""","Республика Казахстан, г. Павлодар, ул. Абая, 115",,,,,,,,,,
190940012568,"ТОО ""Aksay Group""","Казахстан, город Алматы, Жетысуский район, улица Новгородская, дом 172/2, офис 501",,,,,,,,,,
170940016478,"ТОО ""Uly dala onimderi""","РК, г. Шымкент, район Аль-Фарабийский, ул. Рыскулова, здание 8/1",,,,,,,,,,
230440030304,"ТОО ""Абу Сардор""","Республика Казахстан, Туркестанская область, Сарыагашский район, село Енкес, улица Халыктар достыгы, 28.",,,,,,,,,,
660501403239,"ИП ""Батыргиреева Э.Ф""","Республика Казахстан, г.Шымкент,  Микрорайон Мирас, улица Шоктал, дом 20.",,,,,,,,,,
971001301394,ИП MAXIMUS,"г. Астана, пр. Кабанбай Батыра, д. 19, оф 26, тел. +77057774848",,,,,,,,,,
140840021356,ТОО «NAVATOR»,"110000, РК, г. Костанай, ул. Аль-Фараби, дом 115, офис 113",,,,,,,,,,
230240013898,ТОО «Global Trade Agro Kazakhstan»,"110000, РК, г. Костанай, ул. Рабочая, здание 170",,,,,,,,,,
240140018272,ТОО Onay Group,"Ислам Каримова 203, офис182",,,,,,,,,,
221140045536,"ТОО ""Asia Alco""","Республика Казахстан, 111200, Костанайская обл., г. Лисаковск, Промзона 2, здание 40",,,,,,,,,,
060340013111,ТОО «IT-Partners LLP»,"050000, Республика Казахстан, город Алматы,  Алмалинский район, Улица Макатаева,129",,,,,,,,,,
230140040019,"ТОО ""AGRO SAUDA KZ""","Республика Казахстан, 111100, г. Костанай, пр. Аль-Фараби, д.56",,,,,,,,,,
230340004387,"ТОО ""Almaty AGRO export""","Республика Казахстан, г. Алматы, Наурызбайский район, улица Талжанова, дом 40, офис 16",,,,,,,,,,
181040027524,"ТОО ""Alto Grain""","Республика Казахстан, г Астана, пр Туран 30А, н.п 3",,,,,,,,,,
980140002795,"ТОО ""ФИРКАН""","Казахстан, город Шымкент, район Аль-Фарабийский, улица Жолдияр Адырбеков, здание 122",,,,,,,,,,
190340030613,"Товарищество с ограниченной ответственностью ""GEODOR""","Казахстан, город Алматы, Жетысуский район, Проспект Сейфуллина, дом 356",,,,,,,,,,
110940021819,ТОО «Краузе-Системс»,"010000, Республика Казахстан, г.Астана, ш. Қорғалжын, дом № 19Т, к.305Б",,,,,,,,,,
220640003348,"Товарищество с ограниченной ответственностью ""ОтАдоЯ-КЗ""","Казахстан, город Алматы, Жетысуский район, улица Казыбаева, дом 3, почтовый индекс 050050",,,,,,,,,,
820531300395,"ИП ""Шалатаев Бекжан Сапарбекович""","Республика Казахстан, г.Шымкент, ул. Тлеубаев, 23",,,,,,,,,,
960129300398,"ИП ""Бекбай""","Республика Казахстан, Алматинская область, город Алматы, микрорайон Аксай, 13.",,,,,,,,,,
110340022093,"ТОО ""Golden Grain""",РК Шымкент ул.Тыныбаева 30-7,,,,,,,,,,
220240018133,"ТОО ""Global Agri Products""",Товарищество с ограниченной отвественностью Альянс Систем,,,,,,,,,,
220840040131,"ТОО ""Вакуумный контур""","Республика Казахстан, Атырауская область, г. Атырау, Микрорайон Балықшы, улица Иван Полковников, дом 72А",,,,,,,,,,
